Machine_ID,Temperature,Vibration,Pressure,Sound_Level,Hours_Used,Failure
M1,74.96714153011233,0.5110922589709866,51.620419846973974,64.10951252187611,236,0
M2,68.61735698828815,0.3849006422577697,48.07458859791842,60.435235341190854,417,0
M3,76.47688538100692,0.5375698018345672,46.61538999847021,58.50496324767066,264,1
M4,85.23029856408026,0.4399361310081195,53.058381444204336,60.458803882677515,324,1
M5,67.65846625276664,0.4708306250206723,55.154997612479754,50.06215542699554,406,1
M6,67.6586304305082,0.4398293387770603,54.65640059558099,58.90164056081244,333,1
M7,85.79212815507391,0.6852278184508938,45.80391238388681,61.78556285755873,271,1
M8,77.67434729152909,0.4986502775262066,48.45393812074393,67.38947022370758,251,0
M9,65.30525614065049,0.39422890710440994,51.65631715701782,57.40864890863176,414,1
M10,75.42560043585965,0.5822544912103189,54.877725635611796,55.95753198553406,473,1
M11,65.36582307187538,0.37791563500289777,47.60412881077355,57.491214782077314,259,0
M12,65.34270246429743,0.5208863595004756,49.07170511668092,64.57701058851038,195,0
M13,72.41962271566034,0.30403298761202247,44.468325129969855,61.64375554829842,332,1
M14,50.86719755342202,0.3671813951101569,44.01896687959665,57.351198981164806,279,1
M15,52.75082167486967,0.5196861235869124,54.06262911197099,62.56633716556678,212,0
M16,64.37712470759027,0.573846657999541,56.78120014285412,60.4853877467402,417,1
M17,59.87168879665576,0.5171368281189971,49.63994939209833,64.84322495266444,151,1
M18,73.14247332595274,0.48843517176117596,55.01766448946012,56.48973453061324,367,1
M19,60.91975924478789,0.4698896304410711,51.808180125238174,58.36168926701116,394,1
M20,55.87696298664709,0.35214780096325726,46.774401226974376,58.03945923433921,485,1
M21,84.65648768921554,0.4280155791605291,51.80697802754207,52.68242525933941,486,1
M22,67.74223699513465,0.45393612290402124,57.690182832329846,61.48060138532288,212,1
M23,70.67528204687923,0.6057122226218916,49.82086980445024,61.30527636089945,200,0
M24,55.75251813786544,0.5343618289568461,57.82321827907003,60.025567283212304,212,0
M25,64.55617275474818,0.3236959844637266,36.901274479551276,58.82706433312426,180,1
